Title; Year; Original_line; Line_number; Last_word; Last_word_POS
В горах; 1916; Пустой кремнистый дол, загон овечьих стад,; 3; стад; NOUN
В горах; 1916; Пастушеский костер и горький запах дыма! Тревогой странною и радостью томимо,; 4; томимо; PRTS
В горах; 1916; Дым на меня пахнул, как сладкий аромат,; 6; аромат; NOUN
В горах; 1916; И с завистью, с тоской я проезжаю мимо.Поэзия не в том, совсем не в том, что свет; 7; свет; NOUN
В горах; 1916; Поэзией зовет. Она в моем наследстве.; 8; наследстве; NOUN
В горах; 1916; Чем я богаче им, тем больше — я поэт.Я говорю себе, почуяв темный след; 9; след; NOUN
В горах; 1916; Того, что пращур мой воспринял в древнем детстве:; 10; детстве; NOUN
В горах; 1916; — Нет в мире разных душ и времени в нем нет!; 11; нет; PRED
В жарком золоте заката Пирамиды; Год написания не известен; В жарком золоте заката Пирамиды,; 1; Пирамиды; NOUN
В жарком золоте заката Пирамиды; Год написания не известен; Вдоль по Нилу, на утеху иностранцам,; 2; иностранцам; NOUN
В жарком золоте заката Пирамиды; Год написания не известен; Шёлком в воду светят парусные лодки; 3; лодки; NOUN
В жарком золоте заката Пирамиды; Год написания не известен; И бежит луксорский белый пароход.; 4; пароход; NOUN
В жарком золоте заката Пирамиды; Год написания не известен; Это час, когда за Нилом пальмы чётки,; 5; чётки; NOUN
В жарком золоте заката Пирамиды; Год написания не известен; И в Каире блещут стёкла алым глянцем,; 6; глянцем; NOUN
В жарком золоте заката Пирамиды; Год написания не известен; И хедив в ландо катается, и гиды; 7; гиды; NOUN
В жарком золоте заката Пирамиды; Год написания не известен; По кофейням отдыхают от господ.А сиреневые дали, — там, на юге,; 8; юге; NOUN
В жарком золоте заката Пирамиды; Год написания не известен; На нубийском диком юге, — мутны, знойны; 9; знойны; ADJS
В жарком золоте заката Пирамиды; Год написания не известен; И всё так же миру чужды, заповедны,; 10; заповедны; ADJS
В жарком золоте заката Пирамиды; Год написания не известен; Как при Хуфу, при Камбизе… Я привёз; 11; привёз; VERB
В жарком золоте заката Пирамиды; Год написания не известен; Лук оттуда и колчан зелёно-медный,; 12; зелёномедный; ADJF
В жарком золоте заката Пирамиды; Год написания не известен; Щит из кожи бегемота, дротик стройный,; 13; стройный; ADJF
